companyId,industry_pred
company00808,CONSULTING_AND_BUSINESS_SERVICES
company00812,RETAIL
company00824,CONSULTING_AND_BUSINESS_SERVICES
company00848,BANKS_AND_FINANCIAL_SERVICES
company00859,RETAIL
company00865,HEALTH_CARE
company00870,RESTAURANTS_TRAVEL_AND_LEISURE
company00871,CONSULTING_AND_BUSINESS_SERVICES
company00872,CONSULTING_AND_BUSINESS_SERVICES
company00878,RETAIL
company00881,HEALTH_CARE
company00893,CONSULTING_AND_BUSINESS_SERVICES
company00897,INTERNET_AND_SOFTWARE
company00901,CONSULTING_AND_BUSINESS_SERVICES
company00918,RETAIL
company00933,CONSULTING_AND_BUSINESS_SERVICES
company00945,HEALTH_CARE
company00948,RESTAURANTS_TRAVEL_AND_LEISURE
company00955,RESTAURANTS_TRAVEL_AND_LEISURE
company00964,RETAIL
company00966,EDUCATION_AND_SCHOOLS
company00972,AUTO
company00989,RETAIL
company01000,RESTAURANTS_TRAVEL_AND_LEISURE
company01008,CONSULTING_AND_BUSINESS_SERVICES
company01010,HEALTH_CARE
company01013,RESTAURANTS_TRAVEL_AND_LEISURE
company01020,EDUCATION_AND_SCHOOLS
company01026,HUMAN_RESOURCES_AND_STAFFING
company01043,INTERNET_AND_SOFTWARE
company01044,AUTO
company01049,AUTO
company01063,RESTAURANTS_TRAVEL_AND_LEISURE
company01066,HEALTH_CARE
company01069,INTERNET_AND_SOFTWARE
company01071,RETAIL
company01077,HEALTH_CARE
company01079,HEALTH_CARE
company01082,CONSULTING_AND_BUSINESS_SERVICES
company01095,HEALTH_CARE
company01105,RETAIL
company01111,INSURANCE
company01135,HEALTH_CARE
company01153,BANKS_AND_FINANCIAL_SERVICES
company01165,CONSULTING_AND_BUSINESS_SERVICES
company01168,AUTO
company01180,HEALTH_CARE
company01184,CONSULTING_AND_BUSINESS_SERVICES
company01188,HEALTH_CARE
company01201,BANKS_AND_FINANCIAL_SERVICES
company01209,RESTAURANTS_TRAVEL_AND_LEISURE
company01210,HEALTH_CARE
company01216,HEALTH_CARE
company01226,INTERNET_AND_SOFTWARE
company01229,RESTAURANTS_TRAVEL_AND_LEISURE
company01235,HEALTH_CARE
company01242,CONSULTING_AND_BUSINESS_SERVICES
company01250,RESTAURANTS_TRAVEL_AND_LEISURE
company01256,INTERNET_AND_SOFTWARE
company01262,HEALTH_CARE
company01265,HEALTH_CARE
company01271,EDUCATION_AND_SCHOOLS
company01276,RETAIL
company01277,RESTAURANTS_TRAVEL_AND_LEISURE
company01314,BANKS_AND_FINANCIAL_SERVICES
company01315,CONSULTING_AND_BUSINESS_SERVICES
company01318,HEALTH_CARE
company01320,RESTAURANTS_TRAVEL_AND_LEISURE
company01324,HEALTH_CARE
company01343,CONSULTING_AND_BUSINESS_SERVICES
company01346,HEALTH_CARE
company01350,AEROSPACE_AND_DEFENSE
company01353,HEALTH_CARE
company01354,RESTAURANTS_TRAVEL_AND_LEISURE
company01370,HEALTH_CARE
company01372,HEALTH_CARE
company01376,HEALTH_CARE
company01378,HEALTH_CARE
company01380,RETAIL
company01383,FOOD_AND_BEVERAGES
company01394,RETAIL
company01403,CONSULTING_AND_BUSINESS_SERVICES
company01406,HEALTH_CARE
company01409,RESTAURANTS_TRAVEL_AND_LEISURE
company01413,BANKS_AND_FINANCIAL_SERVICES
company01416,RESTAURANTS_TRAVEL_AND_LEISURE
company01422,HEALTH_CARE
company01425,FOOD_AND_BEVERAGES
company01442,RETAIL
company01443,CONSULTING_AND_BUSINESS_SERVICES
company01446,EDUCATION_AND_SCHOOLS
company01462,HEALTH_CARE
company01475,RETAIL
company01477,CONSULTING_AND_BUSINESS_SERVICES
company01480,HEALTH_CARE
company01483,BANKS_AND_FINANCIAL_SERVICES
company01485,INTERNET_AND_SOFTWARE
company01488,BANKS_AND_FINANCIAL_SERVICES
company01489,CONSULTING_AND_BUSINESS_SERVICES
company01503,HEALTH_CARE
company01507,EDUCATION_AND_SCHOOLS
company01524,RETAIL
company01526,RETAIL
company01527,RETAIL
company01534,CONSULTING_AND_BUSINESS_SERVICES
company01539,HEALTH_CARE
company01541,CONSULTING_AND_BUSINESS_SERVICES
company01544,EDUCATION_AND_SCHOOLS
company01554,HUMAN_RESOURCES_AND_STAFFING
company01569,HEALTH_CARE
company01571,RETAIL
company01585,EDUCATION_AND_SCHOOLS
company01592,AUTO
company01604,INTERNET_AND_SOFTWARE
company01626,BANKS_AND_FINANCIAL_SERVICES
company01646,RESTAURANTS_TRAVEL_AND_LEISURE
company01653,CONSULTING_AND_BUSINESS_SERVICES
company01657,HEALTH_CARE
company01659,CONSULTING_AND_BUSINESS_SERVICES
company01667,RETAIL
company01673,RETAIL
company01685,EDUCATION_AND_SCHOOLS
company01686,CONSULTING_AND_BUSINESS_SERVICES
company01693,CONSULTING_AND_BUSINESS_SERVICES
company01694,HEALTH_CARE
company01699,ORGANIZATION
company01702,RETAIL
company01708,RESTAURANTS_TRAVEL_AND_LEISURE
company01711,RESTAURANTS_TRAVEL_AND_LEISURE
company01715,AUTO
company01723,HUMAN_RESOURCES_AND_STAFFING
company01724,RESTAURANTS_TRAVEL_AND_LEISURE
company01725,RETAIL
company01743,EDUCATION_AND_SCHOOLS
company01761,RESTAURANTS_TRAVEL_AND_LEISURE
company01764,EDUCATION_AND_SCHOOLS
company01765,RESTAURANTS_TRAVEL_AND_LEISURE
company01766,INDUSTRIAL_MANUFACTURING
company01775,CONSULTING_AND_BUSINESS_SERVICES
company01787,RETAIL
company01791,RETAIL
company01796,AUTO
company01798,RETAIL
company01802,RETAIL
company01804,CONSULTING_AND_BUSINESS_SERVICES
company01814,RESTAURANTS_TRAVEL_AND_LEISURE
company01826,RESTAURANTS_TRAVEL_AND_LEISURE
company01830,AUTO
company01853,CONSULTING_AND_BUSINESS_SERVICES
company01859,CONSULTING_AND_BUSINESS_SERVICES
company01863,EDUCATION_AND_SCHOOLS
company01864,HEALTH_CARE
company01869,HEALTH_CARE
company01872,RESTAURANTS_TRAVEL_AND_LEISURE
company01883,HEALTH_CARE
company01887,RESTAURANTS_TRAVEL_AND_LEISURE
company01894,HEALTH_CARE
company01898,EDUCATION_AND_SCHOOLS
company01911,CONSULTING_AND_BUSINESS_SERVICES
company01918,RESTAURANTS_TRAVEL_AND_LEISURE
company01926,RETAIL
company01930,RESTAURANTS_TRAVEL_AND_LEISURE
company01931,CONSULTING_AND_BUSINESS_SERVICES
company01933,RETAIL
company01944,RETAIL
company01949,CONSULTING_AND_BUSINESS_SERVICES
company01950,EDUCATION_AND_SCHOOLS
company01953,HEALTH_CARE
company01960,HEALTH_CARE
company01962,RETAIL
company01976,EDUCATION_AND_SCHOOLS
company01979,CONSULTING_AND_BUSINESS_SERVICES
company01999,RESTAURANTS_TRAVEL_AND_LEISURE
company02009,HEALTH_CARE
company02014,CONSULTING_AND_BUSINESS_SERVICES
company02015,CONSULTING_AND_BUSINESS_SERVICES
company02018,HEALTH_CARE
company02023,RESTAURANTS_TRAVEL_AND_LEISURE
company02035,BANKS_AND_FINANCIAL_SERVICES
company02041,CONSULTING_AND_BUSINESS_SERVICES
company02050,RESTAURANTS_TRAVEL_AND_LEISURE
company02072,RESTAURANTS_TRAVEL_AND_LEISURE
company02086,RETAIL
company02093,AEROSPACE_AND_DEFENSE
company02105,CONSULTING_AND_BUSINESS_SERVICES
company02122,BANKS_AND_FINANCIAL_SERVICES
company02129,RESTAURANTS_TRAVEL_AND_LEISURE
company02131,RETAIL
company02146,HEALTH_CARE
company02147,CONSULTING_AND_BUSINESS_SERVICES
company02150,RETAIL
company02159,RETAIL
company02167,CONSULTING_AND_BUSINESS_SERVICES
company02168,RETAIL
company02170,CONSULTING_AND_BUSINESS_SERVICES
company02172,BANKS_AND_FINANCIAL_SERVICES
company02174,RESTAURANTS_TRAVEL_AND_LEISURE
company02190,CONSULTING_AND_BUSINESS_SERVICES
company02204,EDUCATION_AND_SCHOOLS
company02205,CONSULTING_AND_BUSINESS_SERVICES
company02206,RETAIL
company02217,EDUCATION_AND_SCHOOLS
company02221,AUTO
company02224,CONSULTING_AND_BUSINESS_SERVICES
company02227,BANKS_AND_FINANCIAL_SERVICES
company02230,RETAIL
company02235,HEALTH_CARE
company02241,RESTAURANTS_TRAVEL_AND_LEISURE
company02246,CONSULTING_AND_BUSINESS_SERVICES
company02249,RESTAURANTS_TRAVEL_AND_LEISURE
company02250,RESTAURANTS_TRAVEL_AND_LEISURE
company02251,RESTAURANTS_TRAVEL_AND_LEISURE
company02252,CONSULTING_AND_BUSINESS_SERVICES
company02253,RESTAURANTS_TRAVEL_AND_LEISURE
company02255,RETAIL
company02269,RESTAURANTS_TRAVEL_AND_LEISURE
company02277,INDUSTRIAL_MANUFACTURING
company02286,HEALTH_CARE
company02294,HEALTH_CARE
company02295,AUTO
company02302,RETAIL
company02303,INTERNET_AND_SOFTWARE
company02304,HEALTH_CARE
company02308,HEALTH_CARE
company02310,EDUCATION_AND_SCHOOLS
company02312,INDUSTRIAL_MANUFACTURING
company02331,RESTAURANTS_TRAVEL_AND_LEISURE
company02333,HUMAN_RESOURCES_AND_STAFFING
company02345,RESTAURANTS_TRAVEL_AND_LEISURE
company02349,AUTO
company02352,HEALTH_CARE
company02356,HEALTH_CARE
company02365,CONSULTING_AND_BUSINESS_SERVICES
company02368,EDUCATION_AND_SCHOOLS
company02371,RESTAURANTS_TRAVEL_AND_LEISURE
company02378,HEALTH_CARE
company02382,HEALTH_CARE
company02386,RESTAURANTS_TRAVEL_AND_LEISURE
company02392,TRANSPORT_AND_FREIGHT
company02404,HEALTH_CARE
company02409,INTERNET_AND_SOFTWARE
company02415,RETAIL
company02419,RESTAURANTS_TRAVEL_AND_LEISURE
company02420,CONSULTING_AND_BUSINESS_SERVICES
company02429,RETAIL
company02441,HEALTH_CARE
company02456,REAL_ESTATE
company02465,HEALTH_CARE
company02468,HEALTH_CARE
company02470,HUMAN_RESOURCES_AND_STAFFING
company02475,RETAIL
company02510,RETAIL
company02513,RETAIL
company02524,RETAIL
company02540,HEALTH_CARE
company02544,BANKS_AND_FINANCIAL_SERVICES
company02545,HEALTH_CARE
company02548,AUTO
company02549,RETAIL
company02555,EDUCATION_AND_SCHOOLS
company02559,RETAIL
company02570,RETAIL
company02581,HEALTH_CARE
company02588,HEALTH_CARE
company02603,BANKS_AND_FINANCIAL_SERVICES
company02613,HEALTH_CARE
company02616,EDUCATION_AND_SCHOOLS
company02621,BANKS_AND_FINANCIAL_SERVICES
company02622,INDUSTRIAL_MANUFACTURING
company02624,HEALTH_CARE
company02631,RESTAURANTS_TRAVEL_AND_LEISURE
company02637,HEALTH_CARE
company02638,HEALTH_CARE
company02650,EDUCATION_AND_SCHOOLS
company02658,CONSULTING_AND_BUSINESS_SERVICES
company02659,HEALTH_CARE
company02660,HEALTH_CARE
company02667,HEALTH_CARE
company02673,INTERNET_AND_SOFTWARE
company02678,INTERNET_AND_SOFTWARE
company02686,HEALTH_CARE
company02689,CONSULTING_AND_BUSINESS_SERVICES
company02700,AUTO
company02706,HEALTH_CARE
company02709,INTERNET_AND_SOFTWARE
company02713,HEALTH_CARE
company02720,HEALTH_CARE
company02721,HEALTH_CARE
company02735,RETAIL
company02736,HEALTH_CARE
company02756,HEALTH_CARE
company02765,EDUCATION_AND_SCHOOLS
company02769,RESTAURANTS_TRAVEL_AND_LEISURE
company02780,RETAIL
company02786,BANKS_AND_FINANCIAL_SERVICES
company02791,RESTAURANTS_TRAVEL_AND_LEISURE
company02801,CONSULTING_AND_BUSINESS_SERVICES
company02807,HEALTH_CARE
company02824,RETAIL
company02832,HEALTH_CARE
company02847,HEALTH_CARE
company02850,RESTAURANTS_TRAVEL_AND_LEISURE
company02871,RETAIL
company02873,RETAIL
company02876,RESTAURANTS_TRAVEL_AND_LEISURE
company02900,HEALTH_CARE
company02904,EDUCATION_AND_SCHOOLS
company02906,AUTO
company02916,RETAIL
company02931,RESTAURANTS_TRAVEL_AND_LEISURE
company02932,HEALTH_CARE
company02948,EDUCATION_AND_SCHOOLS
company02969,CONSTRUCTION
company02971,RETAIL
company02974,CONSULTING_AND_BUSINESS_SERVICES
company02991,RETAIL
company03001,HEALTH_CARE
company03005,AUTO
company03022,EDUCATION_AND_SCHOOLS
company03024,HEALTH_CARE
company03025,HUMAN_RESOURCES_AND_STAFFING
company03029,RESTAURANTS_TRAVEL_AND_LEISURE
company03040,CONSULTING_AND_BUSINESS_SERVICES
company03047,HEALTH_CARE
company03048,CONSULTING_AND_BUSINESS_SERVICES
company03051,RETAIL
company03053,HEALTH_CARE
company03055,CONSULTING_AND_BUSINESS_SERVICES
company03070,HEALTH_CARE
company03076,HEALTH_CARE
company03078,EDUCATION_AND_SCHOOLS
company03080,CONSULTING_AND_BUSINESS_SERVICES
company03087,HEALTH_CARE
company03094,HEALTH_CARE
company03101,HEALTH_CARE
company03104,EDUCATION_AND_SCHOOLS
company03114,RESTAURANTS_TRAVEL_AND_LEISURE
company03116,INTERNET_AND_SOFTWARE
company03117,EDUCATION_AND_SCHOOLS
company03118,CONSULTING_AND_BUSINESS_SERVICES
company03127,HEALTH_CARE
company03139,HEALTH_CARE
company03170,HEALTH_CARE
company03173,CONSULTING_AND_BUSINESS_SERVICES
company03177,RESTAURANTS_TRAVEL_AND_LEISURE
company03178,HEALTH_CARE
company03202,CONSUMER_GOODS_AND_SERVICES
company03214,RESTAURANTS_TRAVEL_AND_LEISURE
company03230,HEALTH_CARE
company03243,TRANSPORT_AND_FREIGHT
company03247,HEALTH_CARE
company03248,EDUCATION_AND_SCHOOLS
company03254,HEALTH_CARE
company03264,RETAIL
company03278,INTERNET_AND_SOFTWARE
company03289,RESTAURANTS_TRAVEL_AND_LEISURE
company03295,RETAIL
company03299,RESTAURANTS_TRAVEL_AND_LEISURE
company03314,CONSULTING_AND_BUSINESS_SERVICES
company03338,RETAIL
company03340,RETAIL
company03345,HEALTH_CARE
company03351,RETAIL
company03352,ORGANIZATION
company03359,AUTO
company03365,HEALTH_CARE
company03367,INTERNET_AND_SOFTWARE
company03370,BANKS_AND_FINANCIAL_SERVICES
company03374,HEALTH_CARE
company03378,HEALTH_CARE
company03380,RETAIL
company03407,HEALTH_CARE
company03411,HEALTH_CARE
company03422,CONSULTING_AND_BUSINESS_SERVICES
company03425,RESTAURANTS_TRAVEL_AND_LEISURE
company03428,RESTAURANTS_TRAVEL_AND_LEISURE
company03445,HUMAN_RESOURCES_AND_STAFFING
company03461,RESTAURANTS_TRAVEL_AND_LEISURE
company03477,CONSULTING_AND_BUSINESS_SERVICES
company03487,RETAIL
company03493,CONSULTING_AND_BUSINESS_SERVICES
company03498,HEALTH_CARE
company03506,HEALTH_CARE
company03507,HEALTH_CARE
company03512,HEALTH_CARE
company03519,HEALTH_CARE
company03528,HEALTH_CARE
company03549,RETAIL
company03559,RETAIL
company03566,RESTAURANTS_TRAVEL_AND_LEISURE
company03578,HEALTH_CARE
company03579,HEALTH_CARE
company03582,HEALTH_CARE
company03606,EDUCATION_AND_SCHOOLS
company03610,HEALTH_CARE
company03616,HEALTH_CARE
company03647,CONSULTING_AND_BUSINESS_SERVICES
company03652,TRANSPORT_AND_FREIGHT
company03656,HEALTH_CARE
company03664,HEALTH_CARE
company03669,HEALTH_CARE
company03685,INTERNET_AND_SOFTWARE
company03688,INDUSTRIAL_MANUFACTURING
company03695,INTERNET_AND_SOFTWARE
company03699,RETAIL
company03715,HEALTH_CARE
company03721,AUTO
company03729,CONSULTING_AND_BUSINESS_SERVICES
company03731,CONSULTING_AND_BUSINESS_SERVICES
company03740,BANKS_AND_FINANCIAL_SERVICES
company03746,HEALTH_CARE
company03755,HEALTH_CARE
company03762,CONSULTING_AND_BUSINESS_SERVICES
company03769,RETAIL
company03770,EDUCATION_AND_SCHOOLS
company03787,HUMAN_RESOURCES_AND_STAFFING
company03817,CONSULTING_AND_BUSINESS_SERVICES
company03818,HEALTH_CARE
company03825,CONSULTING_AND_BUSINESS_SERVICES
company03827,RETAIL
company03829,HEALTH_CARE
company03838,CONSULTING_AND_BUSINESS_SERVICES
company03849,HEALTH_CARE
company03853,HEALTH_CARE
company03857,RESTAURANTS_TRAVEL_AND_LEISURE
company03863,EDUCATION_AND_SCHOOLS
company03865,EDUCATION_AND_SCHOOLS
company03868,RETAIL
company03873,RETAIL
company03879,RETAIL
company03882,CONSULTING_AND_BUSINESS_SERVICES
company03885,HEALTH_CARE
company03889,HEALTH_CARE
company03890,HUMAN_RESOURCES_AND_STAFFING
company03893,BANKS_AND_FINANCIAL_SERVICES
company03901,RESTAURANTS_TRAVEL_AND_LEISURE
company03919,BANKS_AND_FINANCIAL_SERVICES
company03932,FOOD_AND_BEVERAGES
company03944,HEALTH_CARE
company03962,RETAIL
company03968,HEALTH_CARE
company03979,HUMAN_RESOURCES_AND_STAFFING
company03987,RETAIL
company03997,CONSULTING_AND_BUSINESS_SERVICES
company04001,EDUCATION_AND_SCHOOLS
company04014,CONSULTING_AND_BUSINESS_SERVICES
company04019,HEALTH_CARE
company04020,INTERNET_AND_SOFTWARE
company04022,CONSULTING_AND_BUSINESS_SERVICES
company04028,RETAIL
company04050,RETAIL
company04052,RETAIL
company04065,EDUCATION_AND_SCHOOLS
company04105,INTERNET_AND_SOFTWARE
company04106,RESTAURANTS_TRAVEL_AND_LEISURE
company04110,HEALTH_CARE
company04120,CONSULTING_AND_BUSINESS_SERVICES
company04123,RESTAURANTS_TRAVEL_AND_LEISURE
company04124,RETAIL
company04134,HEALTH_CARE
company04139,EDUCATION_AND_SCHOOLS
company04140,HUMAN_RESOURCES_AND_STAFFING
company04145,HEALTH_CARE
company04148,FOOD_AND_BEVERAGES
company04151,CONSULTING_AND_BUSINESS_SERVICES
company04160,RESTAURANTS_TRAVEL_AND_LEISURE
company04167,CONSULTING_AND_BUSINESS_SERVICES
company04189,HUMAN_RESOURCES_AND_STAFFING
company04190,HEALTH_CARE
company04192,RETAIL
company04193,HEALTH_CARE
company04198,INTERNET_AND_SOFTWARE
company04202,INSURANCE
company04218,RESTAURANTS_TRAVEL_AND_LEISURE
company04238,CONSULTING_AND_BUSINESS_SERVICES
company04260,EDUCATION_AND_SCHOOLS
company04264,RESTAURANTS_TRAVEL_AND_LEISURE
company04279,INTERNET_AND_SOFTWARE
company04281,HEALTH_CARE
company04283,RETAIL
company04291,HEALTH_CARE
company04293,CONSULTING_AND_BUSINESS_SERVICES
company04303,CONSULTING_AND_BUSINESS_SERVICES
company04305,RETAIL
company04312,HEALTH_CARE
company04313,EDUCATION_AND_SCHOOLS
company04317,RETAIL
company04333,HEALTH_CARE
company04340,AUTO
company04342,CONSULTING_AND_BUSINESS_SERVICES
company04344,CONSULTING_AND_BUSINESS_SERVICES
company04353,HEALTH_CARE
company04359,HEALTH_CARE
company04360,RESTAURANTS_TRAVEL_AND_LEISURE
company04375,CONSULTING_AND_BUSINESS_SERVICES
company04379,RETAIL
company04419,FOOD_AND_BEVERAGES
company04429,BANKS_AND_FINANCIAL_SERVICES
company04430,HEALTH_CARE
company04434,EDUCATION_AND_SCHOOLS
company04439,CONSULTING_AND_BUSINESS_SERVICES
company04440,HEALTH_CARE
company04444,INTERNET_AND_SOFTWARE
company04453,HEALTH_CARE
company04458,RETAIL
company04495,HEALTH_CARE
company04499,RESTAURANTS_TRAVEL_AND_LEISURE
company04512,HEALTH_CARE
company04516,HEALTH_CARE
company04521,RETAIL
company04526,CONSULTING_AND_BUSINESS_SERVICES
company04542,CONSULTING_AND_BUSINESS_SERVICES
company04546,INTERNET_AND_SOFTWARE
company04556,HEALTH_CARE
company04561,AUTO
company04564,HEALTH_CARE
company04575,HEALTH_CARE
company04601,EDUCATION_AND_SCHOOLS
company04602,BANKS_AND_FINANCIAL_SERVICES
company04604,HEALTH_CARE
company04624,HEALTH_CARE
company04629,RETAIL
company04633,HEALTH_CARE
company04636,HEALTH_CARE
company04649,RETAIL
company04658,RETAIL
company04659,HEALTH_CARE
company04662,CONSULTING_AND_BUSINESS_SERVICES
company04680,RETAIL
company04690,CONSULTING_AND_BUSINESS_SERVICES
company04701,HEALTH_CARE
company04705,RESTAURANTS_TRAVEL_AND_LEISURE
company04713,RETAIL
company04726,INTERNET_AND_SOFTWARE
company04735,EDUCATION_AND_SCHOOLS
company04743,RESTAURANTS_TRAVEL_AND_LEISURE
company04767,CONSULTING_AND_BUSINESS_SERVICES
company04782,EDUCATION_AND_SCHOOLS
company04797,EDUCATION_AND_SCHOOLS
company04815,INTERNET_AND_SOFTWARE
company04823,CONSULTING_AND_BUSINESS_SERVICES
company04828,RETAIL
company04833,CONSULTING_AND_BUSINESS_SERVICES
company04845,HEALTH_CARE
company04854,RESTAURANTS_TRAVEL_AND_LEISURE
company04862,AUTO
company04870,RESTAURANTS_TRAVEL_AND_LEISURE
company04874,CONSULTING_AND_BUSINESS_SERVICES
company04880,HEALTH_CARE
company04883,INSURANCE
company04889,AUTO
company04894,CONSULTING_AND_BUSINESS_SERVICES
company04920,RESTAURANTS_TRAVEL_AND_LEISURE
company04922,CONSULTING_AND_BUSINESS_SERVICES
company04924,CONSULTING_AND_BUSINESS_SERVICES
company04928,RESTAURANTS_TRAVEL_AND_LEISURE
company04933,HEALTH_CARE
company04959,HEALTH_CARE
company04962,RETAIL
company04966,HEALTH_CARE
company04974,RETAIL
company04975,INTERNET_AND_SOFTWARE
company04980,HUMAN_RESOURCES_AND_STAFFING
company04990,INDUSTRIAL_MANUFACTURING
company04993,RESTAURANTS_TRAVEL_AND_LEISURE
company05010,RETAIL
company05028,HEALTH_CARE
company05032,AUTO
company05042,RESTAURANTS_TRAVEL_AND_LEISURE
company05052,RETAIL
company05061,INDUSTRIAL_MANUFACTURING
company05063,EDUCATION_AND_SCHOOLS
company05068,HEALTH_CARE
company05094,HEALTH_CARE
company05095,CONSULTING_AND_BUSINESS_SERVICES
company05109,CONSULTING_AND_BUSINESS_SERVICES
company05110,RESTAURANTS_TRAVEL_AND_LEISURE
company05114,RESTAURANTS_TRAVEL_AND_LEISURE
company05115,HUMAN_RESOURCES_AND_STAFFING
company05119,RETAIL
company05124,INDUSTRIAL_MANUFACTURING
company05133,FOOD_AND_BEVERAGES
company05134,EDUCATION_AND_SCHOOLS
company05148,HEALTH_CARE
company05151,EDUCATION_AND_SCHOOLS
company05165,RESTAURANTS_TRAVEL_AND_LEISURE
company05202,CONSULTING_AND_BUSINESS_SERVICES
company05205,RETAIL
company05207,RETAIL
company05208,INDUSTRIAL_MANUFACTURING
company05215,RETAIL
company05217,AUTO
company05227,HEALTH_CARE
company05234,RETAIL
company05236,HEALTH_CARE
company05243,RETAIL
company05265,RESTAURANTS_TRAVEL_AND_LEISURE
company05277,CONSULTING_AND_BUSINESS_SERVICES
company05292,INTERNET_AND_SOFTWARE
company05297,RETAIL
company05299,RETAIL
company05304,INTERNET_AND_SOFTWARE
company05319,RESTAURANTS_TRAVEL_AND_LEISURE
company05329,HEALTH_CARE
company05341,HEALTH_CARE
company05355,EDUCATION_AND_SCHOOLS
company05363,EDUCATION_AND_SCHOOLS
company05378,HEALTH_CARE
